	amendment_author	amendment_number	amendment_purpose	amendment_type	bill_congress	bill_number	bill_title	bill_type	category	chamber	congress	date	nomination_number	nomination_title	number	question	record_modified	requires	result	result_text	session	source_url	subject	type	updated_at	vote_id	bias	ideology
881		222.0	To establish a deficit neutral reserve fund to repeal the tax increases enacted under the Patient Protection and Affordable Care Act that were imposed on low- and middle-income Americans.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T12:05:00-04:00			53	On the Amendment S.Amdt. 222 to S.Con.Res. 8 (No short title on file)	2013-03-22T12:27:00-04:00	1/2	Amendment Rejected	Amendment Rejected (45-54)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00053.xml	Crapo Amdt. No. 222	On the Amendment	2014-06-18T11:22:44-04:00	s53-113.2013	0.39063904948144695	2.6060134388739886
882		438.0	To establish a deficit-neutral reserve fund to protect women's access to health care, including primary and preventative health care, family planning and birth control, and employer-provided contraceptive coverage, such as was provided under the Affordable Care Act (PL 111-148).	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T12:19:00-04:00			54	On the Amendment S.Amdt. 438 to S.Con.Res. 8 (No short title on file)	2013-03-22T12:40:00-04:00	1/2	Amendment Agreed to	Amendment Agreed to (56-43)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00054.xml	Shaheen Amdt. No. 438	On the Amendment	2014-06-18T11:22:44-04:00	s54-113.2013	0.1377005339781229	-2.2681728466711664
883		630.0	To establish a deficit-neutral reserve fund to protect women's access to health care, including primary and preventive care, in a manner consistent with protecting rights of conscience.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T15:54:00-04:00			55	On the Amendment S.Amdt. 630 to S.Con.Res. 8 (No short title on file)	2013-03-22T16:24:00-04:00	1/2	Amendment Rejected	Amendment Rejected (44-55)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00055.xml	Fischer Amdt. No. 630	On the Amendment	2014-06-18T11:22:44-04:00	s55-113.2013	0.12696261779726936	2.0895058815234644
884		651.0	To call for a comprehensive approach for wage index reform.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T16:21:00-04:00			56	On the Amendment S.Amdt. 651 to S.Con.Res. 8 (No short title on file)	2013-03-22T17:02:00-04:00	1/2	Amendment Rejected	Amendment Rejected (49-50)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00056.xml	Menendez Amdt. No. 651	On the Amendment	2014-06-18T11:22:44-04:00	s56-113.2013	-1.254635178204655	-1.8416004592161181
885		409.0	To establish a deficit-neutral reserve fund to sunset the provision of Patient Protection and Affordable Care Act that increases payments to hospitals in a few States by reducing payments to the majority of States through the Medicare hospital wage index.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T16:39:00-04:00			57	On the Amendment S.Amdt. 409 to S.Con.Res. 8 (No short title on file)	2013-03-22T17:08:00-04:00	1/2	Amendment Agreed to	Amendment Agreed to (68-31)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00057.xml	Coburn Amdt. No. 409	On the Amendment	2014-06-18T11:22:44-04:00	s57-113.2013	2.0358055323496753	0.983878969064548
886		646.0	To establish a deficit-neutral reserve fund relating to ensuring that all revenue from a fee on carbon pollution is returned to the American people.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T16:57:00-04:00			58	On the Amendment S.Amdt. 646 to S.Con.Res. 8 (No short title on file)	2013-03-22T17:19:00-04:00	1/2	Amendment Rejected	Amendment Rejected (41-58)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00058.xml	Whitehouse Amdt. No. 646	On the Amendment	2014-06-18T11:22:44-04:00	s58-113.2013	-2.0066457446519377	-1.5252968509156632
887		261.0	To create a point of order against legislation that would create a Federal tax or fee on carbon emissions.	s	113.0	8.0	No short title on file	sconres	procedural	s	113	2013-03-22T17:13:00-04:00			59	On the Motion (Motion to Waive CBA Re: Blunt Amdt. No. 261)	2013-03-22T17:42:00-04:00	3/5	Motion Rejected	Motion Rejected (53-46, 3/5 majority required)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00059.xml	Motion to Waive CBA Re: Blunt Amdt. No. 261	On the Motion (Motion to Waive CBA Re: Blunt Amdt. No. 261)	2014-06-18T11:22:44-04:00	s59-113.2013	1.6143487321503065	1.7249011558204328
888		6.0	To require that any debt limit increase be balanced by equal spending cuts over the next decade.	s	113.0	325.0	No short title on file	hr	procedural	s	113	2013-01-31T12:19:00-05:00			6	On the Motion to Table S.Amdt. 6 to H.R. 325 (No short title on file)	2013-01-31T12:57:00-05:00	1/2	Motion to Table Agreed to	Motion to Table Agreed to (54-44)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00006.xml	Motion to Table Portman Amdt. No. 6	On the Motion to Table S.Amdt. 6 to H.R. 325 (No short title on file)	2014-06-18T11:22:45-04:00	s6-113.2013	-0.11933176164265298	-2.058652702485323
889		622.0	To establish a deficit-neutral reserve fund relating to protecting the interests of the United States in making a decision relating to the Keystone XL pipeline.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T17:30:00-04:00			60	On the Amendment S.Amdt. 622 to S.Con.Res. 8 (No short title on file)	2013-03-22T18:03:00-04:00	1/2	Amendment Rejected	Amendment Rejected (33-66)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00060.xml	Boxer Amdt. No. 622	On the Amendment	2014-06-18T11:22:44-04:00	s60-113.2013	-2.234157765627398	-1.1947322808741871
890		494.0	To establish a deficit-neutral reserve fund to promote investment and job growth in United States manufacturing, oil and gas production, and refining sectors through the construction of the Keystone XL Pipeline.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T17:47:00-04:00			61	On the Amendment S.Amdt. 494 to S.Con.Res. 8 (No short title on file)	2013-03-22T18:13:00-04:00	1/2	Amendment Agreed to	Amendment Agreed to (62-37)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00061.xml	Hoeven Amdt. No. 494	On the Amendment	2014-06-18T11:22:44-04:00	s61-113.2013	2.241878174344274	1.4030632632746853
891		656.0	Of a perfecting nature.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T18:47:00-04:00			62	On the Amendment S.Amdt. 656 to S.Amdt. 578 to S.Con.Res. 8 (No short title on file)	2013-03-22T19:12:00-04:00	1/2	Amendment Agreed to	Amendment Agreed to (75-24)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00062.xml	Enzi Amdt. No. 656	On the Amendment	2014-06-18T11:22:43-04:00	s62-113.2013	1.1411176591124665	-0.49275424069959795
892		515.0	To establish a deficit-neutral reserve fund related to the education of low-income children, which may include allowing funding under the Elementary and Secondary Education Act of 1965 to follow children from low-income families to the school children attend.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T19:31:00-04:00			63	On the Amendment S.Amdt. 515 to S.Con.Res. 8 (No short title on file)	2013-03-22T20:00:00-04:00	1/2	Amendment Rejected	Amendment Rejected (39-60)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00063.xml	Alexander Amdt. No. 515	On the Amendment	2014-06-18T11:22:43-04:00	s63-113.2013	-0.7763852620863053	1.8688564842653597
893		292.0	To express the sense of the Senate to enact Child Interstate Abortion Notification Act.	s	113.0	8.0	No short title on file	sconres	procedural	s	113	2013-03-22T19:49:00-04:00			64	On the Motion (Motion to Waive CBA Re: Rubio Amdt. No. 292)	2013-03-22T20:14:00-04:00	3/5	Motion Rejected	Motion Rejected (48-51, 3/5 majority required)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00064.xml	Motion to Waive CBA Re: Rubio Amdt. No. 292	On the Motion (Motion to Waive CBA Re: Rubio Amdt. No. 292)	2014-06-18T11:22:43-04:00	s64-113.2013	0.8045353897482096	1.6643874982184361
894		138.0	To establish a deficit-neutral reserve fund relating to establishing a biennial budget and appropriations process.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T20:10:00-04:00			65	On the Amendment S.Amdt. 138 to S.Con.Res. 8 (No short title on file)	2013-03-22T20:50:00-04:00	1/2	Amendment Agreed to	Amendment Agreed to (68-31)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00065.xml	Isakson Amdt. No. 138	On the Amendment	2014-06-18T11:22:43-04:00	s65-113.2013	1.1405941601116947	0.4281833869009734
895		693.0	To repeal or reduce the estate tax, but only if done in a fiscally responsible way.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T20:33:00-04:00			66	On the Amendment S.Amdt. 693 to S.Con.Res. 8 (No short title on file)	2013-03-22T21:14:00-04:00	1/2	Amendment Agreed to	Amendment Agreed to (80-19)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00066.xml	Warner Amdt. No. 693	On the Amendment	2014-06-18T11:22:43-04:00	s66-113.2013	2.404795434720955	0.7358741318112911
896		307.0	To establish a deficit-neutral reserve fund to permanently eliminate the Federal estate tax.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T20:52:00-04:00			67	On the Amendment S.Amdt. 307 to S.Con.Res. 8 (No short title on file)	2013-03-22T21:25:00-04:00	1/2	Amendment Rejected	Amendment Rejected (46-53)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00067.xml	Thune Amdt. No. 307	On the Amendment	2014-06-18T11:22:43-04:00	s67-113.2013	0.6381572999084084	2.220609179863832
897		697.0	To create a point of order against legislation that would raise taxes on veterans, and for other purposes.	s	113.0	8.0	No short title on file	sconres	procedural	s	113	2013-03-22T21:14:00-04:00			68	On the Motion (Motion to Waive CBA Re: Burr Amdt. No. 697)	2013-03-22T21:34:00-04:00	3/5	Motion Rejected	Motion Rejected (45-54, 3/5 majority required)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00068.xml	Motion to Waive CBA Re: Burr Amdt. No. 697	On the Motion (Motion to Waive CBA Re: Burr Amdt. No. 697)	2014-06-18T11:22:43-04:00	s68-113.2013	0.40001977438864694	2.618676832744541
898		263.0	In the nature of a substitute.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T21:32:00-04:00			69	On the Amendment S.Amdt. 263 to S.Con.Res. 8 (No short title on file)	2013-03-22T21:53:00-04:00	1/2	Amendment Rejected	Amendment Rejected (18-81)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00069.xml	Paul Amdt. No. 263	On the Amendment	2014-06-18T11:22:43-04:00	s69-113.2013	-2.5159179330322705	1.2504882387740655
899		7.0	To amend title 31, United States Code, to provide for automatic continuing resolutions.	s	113.0	325.0	No short title on file	hr	procedural	s	113	2013-01-31T14:18:00-05:00			7	On the Motion to Table S.Amdt. 7 to H.R. 325 (No short title on file)	2013-01-31T14:52:00-05:00	1/2	Motion to Table Agreed to	Motion to Table Agreed to (52-46)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00007.xml	Motion to Table Portman Amdt. No. 7	On the Motion to Table S.Amdt. 7 to H.R. 325 (No short title on file)	2014-06-18T11:22:45-04:00	s7-113.2013	-0.5285385623951673	-1.9040156944545388
900		689.0	"To end ""Too Big To Fail"" subsidies or funding advantage for Wall Street mega-banks (over $500 billion in total assets)."	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T21:54:00-04:00			70	On the Amendment S.Amdt. 689 to S.Con.Res. 8 (No short title on file)	2013-03-22T22:17:00-04:00	1/2	Amendment Agreed to	Amendment Agreed to (99-0)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00070.xml	Vitter Amdt. No. 689	On the Amendment	2014-06-18T11:22:43-04:00	s70-113.2013	3.5254973414056576	-0.10689825577790561
901		535.0	To repeal the tax increase on catastrophic medical expenses created by Obamacare.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T22:13:00-04:00			71	On the Amendment S.Amdt. 535 to S.Con.Res. 8 (No short title on file)	2013-03-22T22:34:00-04:00	1/2	Amendment Rejected	Amendment Rejected (45-54)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00071.xml	Toomey Amdt. No. 535	On the Amendment	2014-06-18T11:22:43-04:00	s71-113.2013	0.3994434847491981	2.635901015513213
902		514.0	To establish a deficit-neutral reserve fund to enable prompt action relating to the Presidential exemption for the rule of the Environmental Protection Agency commonly known as the Mercury and Air Toxins Standard for affected electric utility steam generating units that need additional time to install the major emissions control equipment, construct replacement generation, or implement other mitigation measures in order to ensure the reliability of the grid.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T22:32:00-04:00			72	On the Amendment S.Amdt. 514 to S.Con.Res. 8 (No short title on file)	2013-03-22T22:52:00-04:00	1/2	Amendment Rejected	Amendment Rejected (46-53)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00072.xml	Coats Amdt. No. 514	On the Amendment	2014-06-18T11:22:43-04:00	s72-113.2013	0.48533406958505704	1.6889159975355668
903		373.0	To provide a point of order against budgets spending more on net interest payments on the debt than on national defense, and to ensure the United States government funds its military at higher levels than the militaries of foreign holders of its debt.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T22:50:00-04:00			73	On the Amendment S.Amdt. 373 to S.Con.Res. 8 (No short title on file)	2013-03-22T23:15:00-04:00	1/2	Amendment Rejected	Amendment Rejected (46-53)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00073.xml	Lee Amdt. No. 373	On the Amendment	2014-06-18T11:22:43-04:00	s73-113.2013	0.6989488314943141	2.5030161135964297
904		213.0	To force Congress to ensure the solvency of the Social Security and Medicare programs.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T23:15:00-04:00			74	On the Amendment S.Amdt. 213 to S.Con.Res. 8 (No short title on file)	2013-03-22T23:38:00-04:00	1/2	Amendment Rejected	Amendment Rejected (46-53)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00074.xml	Johnson (WI) Amdt. No. 213	On the Amendment	2014-06-18T11:22:43-04:00	s74-113.2013	0.6878240480816152	2.4971475871472437
905		597.0	To establish a deficit-neutral reserve fund relating to the prohibition of taxpayer dollars and resources being used to automatically deduct union dues from the pay of Federal employees.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T23:32:00-04:00			75	On the Amendment S.Amdt. 597 to S.Con.Res. 8 (No short title on file)	2013-03-23T00:03:00-04:00	1/2	Amendment Rejected	Amendment Rejected (43-56)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00075.xml	Scott Amdt. No. 597	On the Amendment	2014-06-18T11:22:43-04:00	s75-113.2013	-0.12567687702329286	2.214958129324337
906		359.0	To reduce spending and decrease the risk of drastic energy price increases by prohibiting further greenhouse gas regulations for the purposes of addressing climate change.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-22T23:56:00-04:00			76	On the Amendment S.Amdt. 359 to S.Con.Res. 8 (No short title on file)	2013-03-23T01:12:00-04:00	1/2	Amendment Rejected	Amendment Rejected (47-52)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00076.xml	Inhofe Amdt. No. 359	On the Amendment	2014-06-18T11:22:43-04:00	s76-113.2013	0.80913043339154	2.084869927333303
907		614.0	To establish a deficit-neutral reserve fund to achieve savings by prohibiting illegal immigrants or illegal immigrants granted legal status from qualifying for federally subsidized health care.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T00:15:00-04:00			77	On the Amendment S.Amdt. 614 to S.Con.Res. 8 (No short title on file)	2013-03-23T00:43:00-04:00	1/2	Amendment Rejected	Amendment Rejected (43-56)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00077.xml	Sessions Amdt. No. 614	On the Amendment	2014-06-18T11:22:43-04:00	s77-113.2013	-0.21062113521205975	2.5880110377427683
908		152.0	To provide reconciliation instructions to reduce the deficit by $63,860,000,000 for the period of fiscal years 2014 through 2023.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T00:44:00-04:00			78	On the Amendment S.Amdt. 152 to S.Con.Res. 8 (No short title on file)	2013-03-23T01:10:00-04:00	1/2	Amendment Rejected	Amendment Rejected (43-56)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00078.xml	Portman Amdt. No. 152	On the Amendment	2014-06-18T11:22:43-04:00	s78-113.2013	-0.006119100818556734	1.4950348398328726
909		340.0	To establish a deficit-neutral reserve fund for legislation that requires financial regulators to conduct rigorous cost-benefit analyses on all proposed rules.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T01:12:00-04:00			79	On the Amendment S.Amdt. 340 to S.Con.Res. 8 (No short title on file)	2013-03-23T01:37:00-04:00	1/2	Amendment Rejected	Amendment Rejected (47-52)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00079.xml	Shelby Amdt. No. 340	On the Amendment	2014-06-18T11:22:43-04:00	s79-113.2013	0.8417560321139922	2.150560058819979
910		8.0	To protect Social Security benefits and military pay and require that the United States Government prioritize all obligations on the debt held by the public in the event that the debt limit is reached.	s	113.0	325.0	No short title on file	hr	procedural	s	113	2013-01-31T14:44:00-05:00			8	On the Motion to Table S.Amdt. 8 to H.R. 325 (No short title on file)	2013-01-31T15:14:00-05:00	1/2	Motion to Table Agreed to	Motion to Table Agreed to (53-45)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00008.xml	Motion to Table Toomey Amdt. No. 8	On the Motion to Table S.Amdt. 8 to H.R. 325 (No short title on file)	2014-06-18T11:22:45-04:00	s8-113.2013	-0.3925001660515817	-2.6284476288351475
911		136.0	To establish a deficit-neutral reserve fund for the prohibition on funding of the Medium Extended Air Defense System.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T01:45:00-04:00			80	On the Amendment S.Amdt. 136 to S.Con.Res. 8 (No short title on file)	2013-03-23T02:06:00-04:00	1/2	Amendment Agreed to	Amendment Agreed to (94-5)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00080.xml	Ayotte Amdt. No. 136	On the Amendment	2014-06-18T11:22:43-04:00	s80-113.2013	2.6688998988812918	-0.36075153906323276
912		318.0	To amend the reconciliation instructions to include instructions to the Committee on Finance to achieve the Budget's stated goal of $275 billion in mandatory health care savings.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T02:03:00-04:00			81	On the Amendment S.Amdt. 318 to S.Con.Res. 8 (No short title on file)	2013-03-23T03:23:00-04:00	1/2	Amendment Rejected	Amendment Rejected (47-52)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00081.xml	Crapo Amdt. No. 318	On the Amendment	2014-06-18T11:22:43-04:00	s81-113.2013	0.8106838880865297	2.1249677072547644
913		382.0	To provide funding to the Department of Transportation for interstate bridge infrastructure projects and to reduce the Federal deficit by decreasing the amounts available for foreign assistance and loan guarantee programs administered by the Department of Energy.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T03:12:00-04:00			82	On the Amendment S.Amdt. 382 to S.Con.Res. 8 (No short title on file)	2013-03-23T03:34:00-04:00	1/2	Amendment Rejected	Amendment Rejected (26-72)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00082.xml	Paul Amdt. No. 382	On the Amendment	2014-06-18T11:22:43-04:00	s82-113.2013	-2.0224199872604385	1.453451599762235
914		526.0	To establish a deficit-neutral reserve fund to ensure election integrity by requiring a valid government-issued photographic ID for voting in federal elections.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T03:22:00-04:00			83	On the Amendment S.Amdt. 526 to S.Con.Res. 8 (No short title on file)	2013-03-23T03:41:00-04:00	1/2	Amendment Rejected	Amendment Rejected (44-54)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00083.xml	Vitter Amdt. No. 526	On the Amendment	2014-06-18T11:22:43-04:00	s83-113.2013	0.1098652000218247	2.37530672988745
915		338.0	To end the mobile phone welfare program.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T03:29:00-04:00			84	On the Amendment S.Amdt. 338 to S.Con.Res. 8 (No short title on file)	2013-03-23T03:49:00-04:00	1/2	Amendment Rejected	Amendment Rejected (46-53)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00084.xml	Vitter Amdt. No. 338	On the Amendment	2014-06-18T11:22:43-04:00	s84-113.2013	0.6681934159365518	2.368701456726071
916		471.0	To establish a deficit-neutral reserve fund to reduce foreign assistance to Egypt and increase funding for an east coast missile defense shield.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T03:37:00-04:00			85	On the Amendment S.Amdt. 471 to S.Con.Res. 8 (No short title on file)	2013-03-23T03:56:00-04:00	1/2	Amendment Rejected	Amendment Rejected (25-74)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00085.xml	Cruz Amdt. No. 471	On the Amendment	2014-06-18T11:22:43-04:00	s85-113.2013	-1.9865082884472065	1.3417777526792767
917		702.0	To create a point of order against any legislation that would provide taxpayer funds to the United Nations while any member nation forces citizens or residents of that nation to undergo involuntary abortions.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T03:45:00-04:00			86	On the Amendment S.Amdt. 702 to S.Con.Res. 8 (No short title on file)	2013-03-23T04:06:00-04:00	1/2	Amendment Rejected	Amendment Rejected (38-61)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00086.xml	Cruz Amdt. No. 702	On the Amendment	2014-06-18T11:22:42-04:00	s86-113.2013	-0.7537916242027835	1.6163615926042048
918		673.0	To create a point of order against legislation that would further restrict the right of law-abiding Americans to own a firearm.	s	113.0	8.0	No short title on file	sconres	procedural	s	113	2013-03-23T03:51:00-04:00			87	On the Motion (Motion to Waive CBA Re: Lee Amdt. No. 673)	2013-03-23T04:29:00-04:00	3/5	Motion Rejected	Motion Rejected (50-49, 3/5 majority required)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00087.xml	Motion to Waive CBA Re: Lee Amdt. No. 673	On the Motion (Motion to Waive CBA Re: Lee Amdt. No. 673)	2014-06-18T11:22:42-04:00	s87-113.2013	1.2146588716972688	1.812009352909193
919		416.0	To establish a deficit-neutral reserve fund to eliminate non-defense related spending by the Department of Defense.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T04:01:00-04:00			88	On the Amendment S.Amdt. 416 to S.Con.Res. 8 (No short title on file)	2013-03-23T04:33:00-04:00	1/2	Amendment Rejected	Amendment Rejected (43-56)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00088.xml	Coburn Amdt. No. 416	On the Amendment	2014-06-18T11:22:42-04:00	s88-113.2013	-0.2063431239137121	2.59367442779425
920		709.0	No Statement of Purpose on File.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T04:10:00-04:00			89	On the Amendment S.Amdt. 709 to S.Con.Res. 8 (No short title on file)	2013-03-23T04:39:00-04:00	1/2	Amendment Agreed to	Amendment Agreed to (62-37)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00089.xml	Coburn Amdt. No. 709	On the Amendment	2014-06-18T11:22:42-04:00	s89-113.2013	2.2115846642238424	1.391944771806353
921		9.0	To prohibit the sale, lease, transfer, retransfer, or delivery of F-16 aircraft, M1 tanks, or certain other defense articles or services to the Government of Egypt.	s	113.0	325.0	No short title on file	hr	procedural	s	113	2013-01-31T15:03:00-05:00			9	On the Motion to Table S.Amdt. 9 to H.R. 325 (No short title on file)	2013-01-31T15:30:00-05:00	1/2	Motion to Table Agreed to	Motion to Table Agreed to (79-19)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00009.xml	Motion to Table Paul Amdt. No. 9	On the Motion to Table S.Amdt. 9 to H.R. 325 (No short title on file)	2014-06-18T11:22:45-04:00	s9-113.2013	2.1810886017663886	-1.0767000037743937
922		154.0	To require the Congressional Budget Office to include macroeconomic feedback scoring of tax legislation.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T04:19:00-04:00			90	On the Amendment S.Amdt. 154 to S.Con.Res. 8 (No short title on file)	2013-03-23T04:46:00-04:00	1/2	Amendment Agreed to	Amendment Agreed to (51-48)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00090.xml	Portman Amdt. No. 154	On the Amendment	2014-06-18T11:22:42-04:00	s90-113.2013	1.4161819109473746	1.8289354730898906
923		139.0	To uphold Second Amendment rights and prevent the United States from entering into the United Nations Arms Trade Treaty.	s	113.0	8.0	No short title on file	sconres	amendment	s	113	2013-03-23T04:30:00-04:00			91	On the Amendment S.Amdt. 139 to S.Con.Res. 8 (No short title on file)	2013-03-23T04:52:00-04:00	1/2	Amendment Agreed to	Amendment Agreed to (53-46)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00091.xml	Inhofe Amdt. No. 139	On the Amendment	2014-06-18T11:22:42-04:00	s91-113.2013	1.678849333502	1.7625112571422243
924					113.0	8.0	An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2014, revising the appropriate budgetary levels for fiscal year 2013, and setting forth the appropriate budgetary levels for fiscal years 2015 through 2023.	sconres	passage	s	113	2013-03-23T04:38:00-04:00			92	On the Resolution S.Con.Res. 8	2013-03-23T05:08:00-04:00	1/2	Resolution Agreed to	Resolution Agreed to (50-49)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00092.xml	S. Con. Res. 8	On the Resolution	2014-06-18T11:22:42-04:00	s92-113.2013	-1.182096327265484	-2.011375517216526
927					113.0	649.0	A bill to ensure that all individuals who should be prohibited from buying a firearm are listed in the national instant criminal background check system and require a background check for every firearm sale, and for other purposes.	s	cloture	s	113	2013-04-11T11:03:00-04:00			95	On Cloture on the Motion to Proceed S. 649	2013-04-11T11:46:00-04:00	3/5	Cloture on the Motion to Proceed Agreed to	Cloture on the Motion to Proceed Agreed to (68-31, 3/5 majority required)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00095.xml	Motion to Invoke Cloture on the Motion to Proceed to S.649	On the Cloture Motion	2014-06-18T11:22:42-04:00	s95-113.2013	1.1255779640421792	-1.0909130242739042
929		715.0	To protect Second Amendment rights, ensure that all individuals who should be prohibited from buying a firearm are listed in the National Instant Criminal Background Check System, and provide a responsible and consistent background check process.	s	113.0	649.0	Safe Communities, Safe Schools Act of2013	s	amendment	s	113	2013-04-17T16:04:00-04:00			97	On the Amendment S.Amdt. 715 to S. 649 (Safe Communities, Safe Schools Act of2013)	2013-04-17T16:39:00-04:00	3/5	Amendment Rejected	Amendment Rejected (54-46, 3/5 majority required)	2013	http://www.senate.gov/legislative/LIS/roll_call_votes/vote1131/vote_113_1_00097.xml	Manchin Amdt. No. 715	On the Amendment	2014-06-18T11:22:42-04:00	s97-113.2013	-0.3733331029690468	-1.4110896553268617
